"Indices","Stock Code","Yh Code","Company Name","Website","Description"
"AIM All Share","TIME","TIME.L","TIME FINANCE PLC",https://timefinance.com/,"At Time Finance we provide funding solutions that give you the confidence and freedom to achieve your business goals, from Asset Finance and Invoice Finance to Loans and Vehicle Finance.  //  
                                    Enabling investment in vital equipment or refinancing existing assets to make business happen
                                  //  
                                    Improving cashflow to give your business the freedom to grow
                                  //  "
"AIM All Share","TLY","TLY.L","TOTALLY PLC",https://www.totallyplc.com/,"Read More   //  Read More   //  "
"AIM All Share","TMG","TMG.L","THE MISSION GROUP PLC",https://www.themission.co.uk/,"MISSION is a collective of creative Agencies led by entrepreneurs who encourage an independent spirit.  If we can continue to help brands thrive with some passion, some humility, some magic, and with plenty of hard work, we’ll feel like we’re doing the right thing. 1150 people. Working in 31 places. On some of the world’s best Clients.  //  In a new article for The Drum, Cat Davis, Group Marketing Director for MISSION Group and krow Group, talks to MISSION Agency leads about the trends that are here to stay and how brands can utilise them to better engage with their changing customer base  //     //  "
"AIM All Share","TND","TND.L","TANDEM GROUP PLC",https://tandemgroupplc.co.uk/,"Tandem Group plc is a designer, developer, distributor and retailer of sports, leisure and mobility products listed on the London Stock Exchange’s Alternative Investment Market (AIM). The country of incorporation and the main country of operation is the United Kingdom. The Company is registered in England, number&nbsp;00616818.&nbsp;The group is comprised as follows: Our B2B Operations&hellip;  //    //  Designers, developers, distributors and retailers of sports, leisure and mobility equipment  //  "
"AIM All Share","TON","TON.L","TITON HLDGS PLC",https://www.titon.com/uk/investors/,"Titon Holdings Plc is a leading international manufacturer and supplier of ventilation systems and window and door hardware with a reputation for quality products and high levels of customer service. Formed in 1972 we employ over 230 people, with 190 in the UK and 43 in South Korea. Titon is listed on the AIM Market on the London Stock Exchange, ticker is “TON”.  //  Titon has a strong presence in the UK residential ventilation market with a comprehensive range of mechanical and natural ventilation products and is also a leading supplier of window and door hardware. We sell our products into a range of European markets and the USA market is supplied through a wholly owned subsidiary, Titon Inc.  //  "
"AIM All Share","TPG","TPG.L","TP GROUP PLC",https://www.tpgroupglobal.com/,"
              Contact Us
              //  
                Our market leading engineering, technology and services capabilities transform how our customers operate. 
                //  "
"AIM All Share","TPX","TPX.L","THE PANOPLY HOLDINGS PLC",https://www.thepanoply.com/,"We are a digitally native technology services group, at the forefront of a growing market, focused on sustainable digital transformation and positive, purposeful organisational change.  //  Transforming Change  //  We are a digitally native technology services group, at the forefront of a growing market, focused on sustainable digital transformation and positive, purposeful organisational change.  //  "
"AIM All Share","TRAK","TRAK.L","TRAKM8 HOLDINGS PLC",https://www.trakm8.com/,"Trakm8 are technology leaders in fleet management, insurance telematics, automotive telematics, route optimisation and vehicle camera solutions.  //  Menu  //  Case Studies  //  "
"AIM All Share","TRCS","TRCS.L","TRACSIS PLC",https://tracsis.com/,"Tracsis plc solves a wide variety of data capture, reporting and resource optimisation problems through technology led services and a range of associated professional services.  //  We are a technology company and a leading provider of software and hardware products, and consultancy services for the rail industry. We also provide data capture, data analytics, and event transport planning and management services across the wider transport industry.  //  A leading industry provider of operational planning and performance software, safety and risk management software, Remote Condition Monitoring (RCM) hardware and data acquisition software, smart ticketing solutions and consultancy services.  //  "
"AIM All Share","TRMR","TRMR.L","TREMOR INTERNATIONAL LTD",https://www.tremorinternational.com/,"Data­ focused marketing solutions in mobile, leveraging video, native, and display to reach the most valuable users for every app, service, and brand.  //  Tremor Video helps advertisers deliver impactful stories across all screens through the power of innovative video technology combined with advanced data and captivating creative. Tremor Video is one of the largest and most innovative video advertising companies in North America, providing clients with market-leading Connected TV, in-stream and in-app solutions.  //  Unruly is a strong video marketplace with over 2,000 direct integrations with publishers, unique demand relationships with the world’s largest advertisers and privileged access to News Corp inventory. Unruly uses emotional data to deliver brand-safe advertising to 1.2 billion people. By combining proprietary EQ data and audience intelligence, Unruly optimises content for different formats, builds effective custom audiences and delivers impressive campaign ROI at scale. Unruly works with 95% of the AdAge 100 and over 60% of global video views are delivered across Comscore 1,000 sites.  //  "
"AIM All Share","TRT","TRT.L","TRANSENSE TECHNOLOGIES PLC",https://www.transense.com/,"Transense develops, manufactures and licences advanced Surface Acoustic Wave (SAW) wireless and passive sensor systems to measure torque, force, pressure…  //  
                    Technology
                    //  
                    Transense has developed wireless, passive sensors for measuring torque, force, pressure and temperature
                    //  "
"AIM All Share","TRX","TRX.L","TISSUE REGENIX GROUP PLC",https://www.tissueregenix.com/,"Tissue Regenix Group is a pioneering, international medical technology company, focusing on the development of regenerative products.  //  Please use the arrows to navigate to the sub pages  //  Tissue Regenix Group is a pioneering, international medical technology company, focusing on the development of regenerative products  //  "
"AIM All Share","TSL","TSL.L","THINKSMART LIMITED",https://www.thinksmartworld.com/,"Discover more about Think Smart&#039;s innovative point of sale finance products, like Upgrade Anytime &amp; how our asset financing could benefit your business.  //  
&nbsp;  //  ThinkSmart is a specialist digital payments platform business. It offers investors unique exposure to the UK ‘Buy Now Pay Later’ payments sector undergoing exponential growth, driven by ongoing digital transformation of consumer shopping habits and financial services.  //  "
"AIM All Share","TSTL","TSTL.L","TRISTEL PLC",https://www.tristel.com/,"Cleaning and Disinfection for Surfaces  //  Medical Device Decontamination  //  "
"AIM All Share","TUNG","TUNG.L","TUNGSTEN CORPORATION PLC",https://www.tungsten-network.com/,"Maximize the efficiency of your accounts payable and accounts receivable departments with Tungsten Network. Make your company world class today!  //  HomeHome  //  For Accounts Payable and Accounts Receivable, Tungsten Network is your digital foundation for world-class performance. Tungsten’s mission is centred on enabling a touchless invoice process allowing businesses around the globe to gain maximum value from their invoice process. Through total invoice automation, you go beyond cost-cutting, becoming a strategic partner to your organisation, and realise genuine business agility.  //  "
"AIM All Share","TYM","TYM.L","TERTIARY MINERALS PLC",https://www.tertiaryminerals.com/,"
		Building and Developing a Multi-Commodity Project Portfolio
		Precious Metals, Base Metals and Industrial Minerals
	  //  Tertiary Minerals plc is an AIM-traded mineral exploration and development company building and developing a multi-commodity project portfolio including precious metals, base metals and industrial minerals in Nevada, USA and northern Europe.  //  "
"AIM All Share","UEX","UEX.L","URBAN EXPOSURE PLC",https://urbanexposureplc.com/,"Urban Exposure provides finance to experience property developers to help property developers make their mark in the world of real estate.  //  For enquiries please call us on 0207 408 0022 or email us at contact@urbanexposureplc.com  //  6 Duke Street, St James's, London, SW1Y 6BN  //  "
"AIM All Share","UJO","UJO.L","UNION JACK OIL PLC",http://unionjackoil.com/,"  //  Wressle Development Photos  //  "
"AIM All Share","UKOG","UKOG.L","UK OIL & GAS PLC",https://www.ukogplc.com/,"  //  UK Oil &amp; Gas PLC (UKOG) is an ambitious international oil &amp; gas exploration company, striving to support the drive for increased energy security for this country, while pursuing and embracing opportunities in the UK and abroad.  //  "
"AIM All Share","UNG","UNG.L","UNIVERSE GROUP PLC",https://universeplc.com/,"Universe Group plc is an innovative and profitable British financial technology company. We design, build, install and support systems in 5,700 retail sites &#8211; processing over 15 billion transactions each year through our data centres.  //  Our objective is to maximise revenue and profit growth by cementing our position as a market leader in our chosen verticals in the UK.  //  "
